id,nightly_rate_quoted,cleaning_fee,rating_value,rating_cleanliness,rating_overall,before_you_leave
7179145,123.0,75.0,4.9,4.9,4.89,
33519641,110.0,65.0,4.8,4.9,4.94,
927650876978894985,0.2,,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up']"
905039517626273371,87.0,49.0,4.8,5.0,5.0,
30769948,129.4,65.0,4.8,4.9,4.83,
12652663,35.0,,5.0,4.9,4.95,
563650113997355613,114.8,,4.9,5.0,5.0,"[""Additional requests - Check out is at 10:00 AM.\n1.  Place used towels in provided laundry basket in bathroom\n2. Leave sheets, blankets and pillows on bed\n3. Collect all personal items\n4. Leave bedroom key on console table\n5. Leave bedroom door OPEN when you depart\n6. Notify hosts of your departure by sending a message on Airbnb app\nThank you! We'll follow-up with a post stay survey after checkout.""]"
11926188,46.6,13.0,4.9,4.9,4.78,"['Gather used towels', 'Return keys', 'Additional requests - Please wash pots and pans that you use so other guests can use them as needed.\n']"
23871686,35.0,55.0,4.8,4.8,4.83,
45843333,57.0,25.0,4.9,5.0,4.9,
48802936,118.6,65.0,4.9,5.0,4.95,"['Gather used towels', 'Additional requests - Place all dirty dishes inside and start the dishwasher.\nPlace all trash in the outside trash container.\n']"
831266985055318940,139.0,70.0,5.0,5.0,5.0,
23147354,53.333333333333336,21.0,4.8,4.8,4.78,
25106788,58.833333333333336,20.0,4.8,4.8,4.78,
47956809,0.8,250.0,4.9,4.9,4.89,
48336335,115.0,100.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Turn the thermostat up or down depending on the season\nAir-condition (75)\nHeat (65)']"
43971538,79.0,80.0,5.0,5.0,4.97,
27760172,76.5,150.0,4.9,4.9,4.89,
897298701129730982,0.4,250.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
37535857,162.0,145.0,4.9,4.9,4.98,
685710648816235083,102.4,80.0,4.8,4.8,4.89,['Lock up']
47115889,0.4,250.0,4.7,4.5,4.72,
52540218,0.2,99.0,4.9,5.0,4.99,
41409473,118.8,75.0,4.9,5.0,4.96,
16198838,100.0,50.0,4.9,5.0,4.92,
720226372430621334,0.2,135.0,4.8,5.0,4.89,
39055928,0.2,25.0,4.7,4.9,4.94,
34000850,120.0,75.0,4.8,4.5,4.74,
15096872,0.2,125.0,4.8,4.9,4.92,
646314906999652224,0.2,180.0,4.9,5.0,5.0,"['Throw trash away', 'Lock up', 'Additional requests - Do NOT strip the beds']"
795801512790478143,165.83333333333334,85.0,4.8,4.9,4.93,
32694769,99.0,75.0,4.8,5.0,4.92,
35338111,94.4,45.0,4.9,4.9,4.92,
26196228,72.6,40.0,4.9,4.8,4.88,
651615173948714422,127.85714285714286,85.0,4.8,5.0,4.85,
659756070284710773,74.8,79.0,4.9,5.0,4.98,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - Set the thermostat to 70 degrees.']"
27185441,135.4,65.0,4.8,4.7,4.79,
897715778434478146,0.2,85.0,,,,
35127898,80.0,65.0,5.0,5.0,4.99,
37664731,68.0,19.0,4.9,4.9,4.9,
51065949,70.0,40.0,5.0,5.0,4.97,['Gather used towels']
37125305,115.0,65.0,4.8,4.9,4.86,
11937515,51.8,15.0,4.8,4.8,4.72,"['Gather used towels', 'Return keys', 'Additional requests - Please leave bedroom door open when leaving so I know you have departed.\nI strive to leave all of my guests 5 Star reviews.  I pray you have had wonderful stay.  If you need anything or have any questions please let me know.\nThank You']"
819128684757651024,51.8,15.0,4.8,4.8,4.85,
690391678257607611,51.8,15.0,4.7,4.6,4.82,
24709019,51.8,15.0,4.9,4.9,4.91,
18545864,51.8,15.0,4.9,4.9,4.89,
629022399937872341,51.8,15.0,4.8,4.8,4.76,
43475020,51.8,15.0,4.9,4.9,4.86,
38189111,51.8,15.0,5.0,5.0,4.96,
717263727149384629,51.8,15.0,5.0,5.0,4.99,
30956606,51.8,15.0,4.9,5.0,4.97,
47073734,51.8,15.0,4.8,4.9,4.93,
831895371094534334,51.8,15.0,4.8,4.9,4.92,
46133364,51.8,15.0,4.9,4.9,4.91,
760350846321419131,51.8,15.0,4.9,4.9,4.88,
47754326,80.0,,4.9,5.0,4.98,
18573956,100.0,120.0,4.8,4.8,4.8,
31023254,100.0,65.0,4.8,5.0,4.88,
46012730,0.2,40.0,4.9,4.9,4.99,
832191412810226843,138.6,75.0,4.8,5.0,5.0,"['Turn things off', 'Lock up', 'Additional requests - Take out anything you’ve put in the fridge. ']"
780377525437639438,89.0,35.0,4.9,5.0,4.93,
52492787,79.0,35.0,4.9,5.0,4.98,
12109788,79.2,54.0,4.8,4.6,4.72,"['Gather used towels', 'Throw trash away', 'Turn things off']"
52692042,173.6,75.0,4.8,4.9,4.89,
28509153,136.6,60.0,4.8,4.9,4.86,
674679181935395455,119.0,40.0,4.5,4.2,4.48,
49385693,91.0,75.0,4.9,4.9,4.99,
40465785,105.0,65.0,4.9,5.0,4.97,
22636155,66.66666666666667,60.0,4.9,4.9,4.9,
35066858,0.2,50.0,4.8,4.9,4.95,"['Throw trash away', 'Lock up', 'Additional requests - Please load all used and dirty dishes into the dishwasher and start a load.  Detergent will be under the sink.']"
660921868500153785,92.0,100.0,4.5,4.6,4.52,
927541393194806464,0.4,180.0,,,,['Lock up']
47447367,112.0,35.0,4.9,5.0,5.0,
44105209,0.2,100.0,4.8,4.8,4.93,
923103808735130160,55.0,85.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please strip sheets of bed and put on floor with dirty towels.']"
52903352,69.0,38.0,4.9,5.0,5.0,"['Gather used towels', 'Turn things off', 'Lock up']"
54379812,131.0,120.0,5.0,4.8,5.0,
587461547126608923,109.2,85.0,4.9,4.8,4.96,"['Throw trash away', 'Lock up', 'Additional requests - Please load and start dishwasher - you do not need to wait for the cycle to end. ']"
33011682,130.0,65.0,4.8,4.9,4.9,
30510808,74.0,60.0,4.9,5.0,4.97,
48606262,109.0,45.0,4.9,5.0,4.96,
755838207230669076,78.0,75.0,4.7,4.9,4.75,
18346005,125.0,75.0,4.9,5.0,4.99,
624435297038509103,91.6,65.0,4.9,5.0,4.93,"['Gather used towels', 'Additional requests - Place all used dishes into the dishwasher and start before departing.\nPlace all trash inside the home into the garage container on the side of the home.']"
47292961,64.71428571428571,50.0,5.0,5.0,4.98,
40290795,127.2,70.0,4.9,5.0,4.93,
10105510,161.0,65.0,4.8,4.9,4.91,
32423091,128.0,65.0,4.8,4.9,4.87,
31571115,108.0,65.0,4.8,4.9,4.79,
851735228032848909,80.0,20.0,4.9,5.0,4.92,
50568162,139.0,60.0,4.9,5.0,4.94,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Load dirty dishes into dishwasher and start it. \nPlease send a message via the AirBnB app or to 423-667-2093 to let us know when you have checked out. ']"
884040521300945204,50.714285714285715,30.0,4.9,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Lock up']"
14353206,88.33333333333333,50.0,4.9,4.9,4.92,
859439849217742487,185.2,75.0,4.8,4.8,4.91,
714661609336623750,65.0,40.0,4.9,5.0,4.9,
52639200,94.4,45.0,4.9,5.0,4.99,
51508361,99.0,57.0,4.8,4.9,4.91,
23342610,36.57142857142857,30.0,4.9,5.0,4.95,
54228947,0.2,110.0,4.8,4.8,4.88,
822576034926249265,110.0,,4.9,4.9,4.96,
35131761,131.2,75.0,4.9,5.0,4.93,
12557032,130.4,60.0,4.8,4.8,4.84,
42215690,0.2,105.0,4.9,5.0,4.97,
51522156,123.4,120.0,4.8,4.8,4.79,
53189062,81.42857142857143,50.0,5.0,5.0,4.95,
35265042,199.0,165.0,4.6,4.5,4.66,
27579348,90.0,35.0,4.9,4.9,4.91,
30908545,120.0,120.0,4.8,4.8,4.79,
45495724,62.5,30.0,4.8,4.9,4.86,"['Turn things off', 'Return keys']"
37915855,100.28571428571429,40.0,5.0,5.0,4.99,
869771802228500272,120.0,120.0,5.0,4.8,4.95,['Additional requests - Just run any dirty dishes through the dishwasher and leave wet towels hanging. Thank you!']
39082792,90.8,45.0,4.9,4.9,4.91,
22867197,72.0,45.0,4.5,4.8,4.52,
673945951584022154,73.8,65.0,4.9,4.9,4.92,
20689079,66.83333333333333,50.0,4.8,4.9,4.82,
36703829,115.83333333333333,65.0,4.9,5.0,4.98,
19069825,50.0,20.0,5.0,5.0,4.95,
900103371173373593,0.4,100.0,4.7,5.0,5.0,['Lock up']
29701120,72.6,20.0,5.0,4.9,4.93,
46265516,0.2,,4.9,5.0,4.98,
50592047,51.4,25.0,4.9,4.8,4.91,
743643242693518214,133.33333333333334,125.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Load the dishwasher with a soap pod and any dirty dishes or cookware, and start the wash cycle before you leave.  Please leave any beds that were slept in unmade so we can be sure to change/wash those linens before the next guest.']"
49244060,113.6,,4.9,5.0,4.97,"[""Additional requests - Check out is at 10:00 AM.\n1.  Place used towels in provided laundry basket in bathroom\n2. Leave sheets, blankets and pillows on bed\n3. Collect all personal items\n4. Leave bedroom door OPEN when you depart\n5. Notify hosts of your departure by sending a message on airbnb app\nThank you! We'll follow-up with a post stay survey after checkout.""]"
33162403,138.0,75.0,4.7,4.8,4.86,
54157493,0.16666666666666666,125.0,4.9,5.0,4.96,
32786159,0.2,80.0,4.8,4.8,4.88,
44442419,54.285714285714285,40.0,5.0,5.0,4.97,['Lock up']
16203507,137.0,85.0,4.9,4.9,4.92,
33095682,112.33333333333333,65.0,4.8,4.9,4.86,
623257635285142076,97.0,50.0,4.8,5.0,4.86,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - Please be sure to leave the garage door remote on the stand.']"
619005317478983573,79.8,50.0,4.7,4.7,4.81,
27726919,113.0,60.0,4.9,4.9,4.95,
52466901,96.0,90.0,4.8,4.9,4.9,
831906393686277606,0.2,120.0,5.0,5.0,4.9,
49322774,0.2,129.0,4.9,5.0,4.98,
24735527,89.6,40.0,4.8,4.5,4.68,
787007015282379445,66.0,99.0,5.0,5.0,4.97,
50356476,110.83333333333333,60.0,4.9,4.9,4.95,
566683549936699640,123.4,150.0,5.0,5.0,5.0,
665378605514054608,147.8,99.0,5.0,5.0,5.0,
53261447,82.0,125.0,5.0,4.9,4.98,
36558682,69.0,15.0,4.9,4.9,4.88,
50246052,70.0,60.0,4.9,5.0,4.96,
33367895,94.8,25.0,4.8,5.0,4.87,
831895219978853858,0.2,120.0,5.0,5.0,5.0,
853770792203450161,94.6,60.0,4.5,4.6,4.85,
860167269427331982,166.0,100.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Check out is 11am. Please notify us if later check out at 12 noon is needed. Thank you. ']"
48231482,191.0,135.0,4.9,4.8,4.9,
50549611,0.2,95.0,5.0,5.0,4.99,['Throw trash away']
49941588,85.6,50.0,4.9,5.0,4.98,
930932684298300732,65.8,40.0,,,,"['Throw trash away', 'Turn things off']"
50923334,0.2,100.0,4.8,4.9,4.91,
27313485,105.4,65.0,4.9,5.0,4.92,
913685456894477699,0.2,150.0,5.0,5.0,5.0,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - Please ensure grill cover is replaced if used and make sure back door is locked before leaving the home.']"
810329398746789135,124.8,100.0,4.9,5.0,4.92,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up']"
26887718,100.0,50.0,4.9,4.9,4.95,
869006878384063336,56.0,35.0,4.9,4.7,4.86,['Return keys']
16882134,139.6,165.0,4.9,4.8,4.81,
36181182,0.2,125.0,4.7,4.9,4.82,
876201573283239431,150.0,,4.8,4.9,5.0,
768268942432462696,188.2,75.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
629539625781428748,80.0,75.0,4.9,5.0,4.9,
800226662800066963,106.0,50.0,4.9,4.8,4.95,
907910485105875053,118.8,75.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Put any dirty linens from the beds in one pile so we know what has been used. ']"
920805541559484444,195.0,215.0,,,,"['Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - If checking out on Sunday, please take the outside trash bin to the end of the driveway near the road. If checking out on Monday, please do this Sunday night. Thank you. ']"
904583647984145385,140.0,100.0,,,,"['Gather used towels', 'Throw trash away', 'Additional requests - Please wash any used dishes and empty all belongings from fridge/ freezer. ']"
27780037,67.0,10.0,4.9,4.9,4.87,
733321469399092327,45.8,10.0,5.0,5.0,4.96,"['Return keys', 'Additional requests - If you logged into any streaming services app on the tv, please log out of your account.\nPlease send me message when you are all checked out.']"
52780676,149.8,99.0,4.9,5.0,4.99,
38229814,65.0,10.0,4.9,4.9,4.89,
897102457553963233,93.8,,4.9,5.0,5.0,
37054457,62.2,25.0,4.5,4.7,4.83,
701677399112068269,74.0,,4.9,4.9,4.9,"['Turn things off', 'Return keys', 'Lock up']"
641048199669647928,35.5,35.0,4.9,4.6,4.88,
27659142,75.0,,4.9,4.9,4.85,
22845033,96.8,50.0,5.0,5.0,4.98,"['Gather used towels', 'Throw trash away', 'Turn things off', ""Additional requests - Don't strip bed, we do that.""]"
847374490769869439,44.6,29.0,5.0,4.9,4.88,
46637824,120.6,70.0,4.9,4.9,4.94,"['Lock up', 'Additional requests - Please make sure to clean all used dishes, cups, and/or cutlery before checking out. \nAdditionally please make sure all wet towels are hung up to dry before checking out. ']"
768385687734756913,41.8,40.0,4.6,4.6,4.67,
649241743573870311,37.0,54.0,4.5,4.4,4.75,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - Leave your room door open \nRemove used  bedsheets and pillow cases and place them on the couch ']"
719343764972346873,125.0,75.0,4.3,4.5,4.43,
928772878089117511,65.83333333333333,,,,,
23398821,95.6,49.0,4.9,4.9,4.89,
892861177024800625,77.0,,5.0,4.9,5.0,"['Gather used towels', 'Return keys', 'Additional requests - Please place your sheets and pillowcases with the linens. Do NOT remove the pillow & mattress protectors please. These are sprayed with a antimicrobial after each guest and washed on a rotation schedule. Please leave the blanket on the table. Thank you!! ']"
681041084352696635,0.2,129.0,4.8,5.0,4.92,
879241269449730799,155.0,99.0,4.8,5.0,4.78,
47388574,70.0,49.0,4.8,4.7,4.85,
660589454063852356,68.0,10.0,4.9,4.9,4.81,
799227674293392030,131.66666666666666,105.0,4.5,4.3,4.47,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Make sure windows are not left open. ']"
615145427203024323,90.8,125.0,4.8,4.9,4.88,
879613033784392336,150.33333333333334,135.0,5.0,5.0,5.0,
929964396714991178,135.0,175.0,,,,
826074611115751356,0.2,150.0,4.7,4.9,4.73,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - Kindly rip the bed off the linens, and drop off in front of the washer in first floor. ']"
53755893,126.6,,4.6,4.6,4.5,
51604887,0.2,205.0,4.9,5.0,4.96,
598007138462508806,0.2,95.0,4.8,5.0,4.94,
917206911530326450,50.4,,,,,"['Gather used towels', 'Turn things off', 'Lock up']"
865430966331533485,139.8,115.0,4.4,4.3,4.57,
671563040013261772,108.0,70.0,4.9,4.9,4.86,
733961261088621811,90.0,25.0,5.0,5.0,5.0,
890543388620497379,138.0,100.0,,,,
761006427388099059,170.0,150.0,5.0,5.0,5.0,
910096265082882627,115.2,150.0,,,,
852121176800333125,0.2,145.0,4.8,5.0,5.0,
51000637,141.0,89.0,4.8,5.0,4.96,
33340187,72.5,,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Additional requests - Check out:\nThere is a $50 charge per 30 minutes past checkout time your party remains.\n•Please remove or throw away all food you brought\n•Take all trash to trash can behind gate (be sure to close when done)\n•wash all dishes and leave to dry on mat\n•Wipe down sink, stove & countertops\n•Sweep up any messes']"
838978530369045237,0.16666666666666666,150.0,4.5,4.7,4.67,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Call the host anytime if you need anything or have any questions.']"
865450730409744534,53.0,29.0,4.9,4.9,5.0,
13828979,0.2,90.0,4.7,4.7,4.71,
832649718503612750,147.0,250.0,4.8,5.0,4.88,
829083102185061429,0.16666666666666666,310.0,4.9,4.8,4.89,
893401370264824801,150.0,50.0,5.0,4.8,5.0,"['Turn things off', 'Lock up']"
47942494,0.2,115.0,4.5,4.3,4.46,
49728417,75.0,20.0,4.7,4.7,4.78,
801414751370972096,84.0,25.0,5.0,5.0,5.0,
929116124597875750,84.0,25.0,,,,
807286269252253715,70.0,,4.9,4.9,4.93,
39557523,36.0,80.0,4.7,4.2,4.48,
36344243,78.4,,4.8,4.8,4.83,
790830444963086194,143.2,300.0,4.7,4.7,4.75,
31707103,166.0,165.0,4.7,4.4,4.66,
19448099,55.0,35.0,4.9,4.9,4.92,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - Leave the Visitor Parking tag in the room. ']"
919548991729032262,125.0,,5.0,5.0,5.0,
828196693406918223,56.333333333333336,,4.5,4.2,4.5,
734751111371348974,150.8,50.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Lock up', 'Additional requests - Wash and put away used dishes. \nReturn AC unit to 73 degrees. ']"
897919708874279173,88.0,,5.0,5.0,5.0,
708617599338077947,92.6,20.0,5.0,4.9,4.92,
856452947285499353,75.71428571428571,,4.8,4.5,4.75,
41860450,67.2,49.0,4.8,5.0,4.84,
843574996259174176,170.0,60.0,4.0,3.8,3.83,
631806820771208515,0.2,150.0,4.8,4.9,4.88,
748382118349724568,0.2,50.0,4.9,4.8,4.89,"['Return keys', 'Lock up', 'Additional requests - Thank you for staying with us. I hope you enjoyed your stay and everything was to your expectations. Have a wonderful day! ']"
45067646,129.6,,4.8,4.8,4.84,
878396893017252303,0.2,250.0,4.8,4.8,4.85,"['Gather used towels', 'Throw trash away', 'Lock up']"
930672202389520952,0.2,155.0,,,,
47938254,112.6,110.0,4.6,4.6,4.4,
44266173,0.6,239.0,4.9,4.9,4.96,
21249543,0.4,150.0,4.9,4.9,4.86,
702291328181243980,186.0,170.0,4.8,4.8,4.81,
47310289,0.2,150.0,4.7,4.9,4.83,
35989864,0.2,125.0,5.0,5.0,4.99,
847972736196488620,158.0,90.0,5.0,4.8,4.8,
821780360527696178,147.4,50.0,4.8,5.0,5.0,
701492080610267827,141.0,125.0,4.8,4.8,4.9,
607311502491612134,97.4,75.0,4.4,4.6,4.42,
713937343169076535,0.2,140.0,4.7,4.8,4.75,
25457715,0.2,135.0,4.9,5.0,4.94,
728235883561093250,0.2,50.0,4.9,4.9,5.0,
898404916391740845,2.0,,,,,
43438646,123.2,99.0,4.9,5.0,4.93,
599328463850538907,0.14285714285714285,150.0,5.0,5.0,5.0,
696961447105583880,45.2,30.0,4.8,4.9,4.7,
53020740,0.2,125.0,4.4,4.5,4.33,
877471150828020740,0.2,120.0,5.0,5.0,4.75,
790429914130833532,138.0,95.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Cleanliness: Please ensure that the property is left in a reasonably clean and tidy condition. This includes washing any dishes used and disposing of trash in the designated bins outside\nDeparture Communication: Please inform us when you are checking out. You can send a message through the Airbnb platform letting us know you have vacated the property.\n']"
647607033990918376,175.0,200.0,4.0,3.7,4.29,
922694477712926233,0.2,150.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please place dirty dishes in dishwasher or sink. \nPlease let us know if anything has been broken or damaged during your stay.']"
21754748,133.8,85.0,4.4,4.2,4.35,
33877984,152.2,125.0,4.9,4.7,4.78,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please use the guestbook provided & Airbnb reviews  to share with me about your trip and experience staying at my home. I will be happy to leave a review for you as well. I always want my guests to enjoy themselves. ']"
791183810593134212,154.2,125.0,4.5,4.4,4.52,"['Gather used towels', 'Turn things off']"
43516358,67.4,35.0,4.9,4.9,4.89,
25231925,0.2,45.0,4.9,5.0,4.95,
930379314728394225,0.6666666666666666,200.0,,,,
898086820867265419,43.0,,5.0,4.6,4.86,
710731386695705955,57.0,40.0,4.7,4.7,4.77,
905141295458864150,92.4,,4.9,5.0,4.9,
554010551115423878,67.0,109.0,5.0,5.0,5.0,
810390847299508433,65.8,15.0,5.0,5.0,5.0,
39422609,61.857142857142854,199.0,4.8,4.6,4.79,
32070380,39.2,90.0,4.4,3.9,4.23,
703063044206032376,70.0,,4.7,4.3,4.71,
731743875173124025,190.0,125.0,4.3,4.2,4.3,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - Put all dirty dishes in the dishwasher with detergent and turn on before leaving\n• Double check all used drawers for personal items.\n• Check all outlets for cell phones or computer chargers.\n• Remove all perishable items from the refrigerator.\n• Make sure all windows are locked.\nThe cleaning staff is on a strict schedule, so please adhere to the 11:00am check-out.']"
47370143,85.0,20.0,5.0,5.0,4.95,
19681225,135.0,25.0,4.9,5.0,4.96,
672550399736196558,93.0,75.0,4.5,4.4,4.54,
572552372700445163,168.4,,4.9,5.0,5.0,
910227422557447075,175.8,125.0,,,,
903884766378189748,103.4,25.0,4.6,5.0,5.0,"['Return keys', 'Additional requests - Please close all shades and turn A/C to 78.']"
913090174160219147,64.28571428571429,,4.5,4.8,4.5,
710023161522257100,78.6,36.0,4.9,4.9,4.95,"['Gather used towels', 'Throw trash away', 'Lock up', 'Additional requests - Please rinse out any dirty dishes and leave them in the left sink. \n']"
46752870,105.0,35.0,4.9,5.0,4.86,
920437111656128003,72.8,,5.0,5.0,5.0,['Gather used towels']
46550617,92.8,100.0,4.5,4.1,4.3,
633531527015619985,65.0,25.0,4.7,5.0,4.67,
36380928,0.2,50.0,4.8,4.8,4.73,
710297533904813219,85.71428571428571,155.0,4.3,4.4,4.3,
733491668176929334,150.0,60.0,4.7,4.5,4.72,"['Throw trash away', 'Turn things off', 'Lock up']"
563673220247386399,190.6,75.0,4.6,4.4,4.5,
48504490,68.0,20.0,4.7,4.8,4.78,
35517717,100.0,100.0,4.9,4.9,4.91,
695698030289320724,0.2,125.0,4.8,4.6,4.83,
50999248,85.71428571428571,35.0,5.0,5.0,4.99,"['Throw trash away', 'Turn things off', 'Additional requests - Please wipe up any spills or sticky spots. ']"
696961608155446486,56.0,30.0,5.0,5.0,5.0,"['Throw trash away', 'Turn things off', 'Return keys']"
655913350171832195,84.0,30.0,4.8,4.4,4.8,
647189742503474302,158.0,125.0,4.7,4.5,4.64,
652802260690151854,120.0,50.0,4.9,5.0,5.0,
746391934069949774,55.0,,5.0,4.7,5.0,
877422227524337495,70.0,20.0,5.0,4.8,5.0,"['Turn things off', 'Return keys', 'Lock up', 'Additional requests - Please let me know if there’s anything I can do to help you all you here as well as any suggestions for improving my guests stay']"
52982971,114.85714285714286,149.0,4.3,4.6,4.43,
618155802319912957,64.0,25.0,4.7,4.9,4.78,
737603863645934575,0.2,100.0,5.0,4.7,4.86,
53679601,148.4,155.0,4.8,4.8,4.84,
51243365,65.83333333333333,25.0,4.9,5.0,4.92,
856008132288362561,99.28571428571429,45.0,4.8,5.0,4.92,
697760032374631090,0.2,150.0,4.3,4.3,4.33,
11945858,95.0,15.0,5.0,5.0,4.98,
5965714,79.0,20.0,4.8,4.9,4.85,['Additional requests - Thank you for staying with us. When you leave please be sure not to let Maggie ( our dog) out . Thank you']
548478770693697270,0.2,159.0,4.3,4.4,4.21,
712223001732826376,111.16666666666667,85.0,4.7,4.9,4.68,
44081941,145.83333333333334,50.0,5.0,5.0,5.0,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - Please wash all dishes and remove any food from the refrigerator. ']"
700587041018175487,40.285714285714285,150.0,4.8,4.9,4.75,
814618917664362042,64.0,46.0,4.7,4.9,4.67,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Throw trash in outside 2nd-floor living room big trash can. \nDo not keep heavy trash in the room.\n-Turn off lights, fan and TV.\n-Throw used towels on ground (dont hang on room and closet door)\n']"
873841328128913630,0.2,75.0,4.8,4.6,4.6,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please sent a message when you leave the premises.']"
792246082651440727,111.4,25.0,4.8,5.0,4.81,
884628009370748413,132.0,80.0,4.7,4.0,4.0,
25922272,0.16666666666666666,155.0,4.8,4.7,4.86,
627742950883707036,69.0,25.0,5.0,5.0,5.0,
505104481634228051,0.2,200.0,4.8,5.0,4.92,
765812538256616824,105.83333333333333,60.0,4.9,5.0,5.0,
695518620734785703,86.0,100.0,4.9,4.9,4.9,
50270606,108.42857142857143,120.0,4.6,4.9,4.7,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys']"
47393369,75.0,25.0,4.9,5.0,4.9,
53954579,127.83333333333333,60.0,4.7,4.8,4.74,
577028943504481654,0.2,125.0,4.9,5.0,4.98,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
19872839,90.2,10.0,4.9,4.9,4.89,
904275626569489403,149.0,99.0,4.7,4.7,4.86,
659290044223433028,73.0,20.0,4.9,5.0,4.89,"['Turn things off', 'Return keys', 'Lock up', 'Additional requests - Please let me know if there’s anything I can do to help you all you here as well as any suggestions for improving my guests stay']"
36607733,45.0,,4.9,4.8,4.94,
50097647,131.4,35.0,4.8,4.9,4.88,
53513052,114.0,25.0,5.0,5.0,4.95,
882230429558780668,125.0,75.0,4.5,4.5,4.55,
644924546758166692,0.16666666666666666,99.0,4.5,4.5,4.5,
888971510963452097,63.0,65.0,5.0,5.0,5.0,
9712124,125.0,100.0,4.9,5.0,4.93,
51078295,96.57142857142857,100.0,4.8,5.0,4.88,
51553049,43.0,58.0,4.8,4.2,4.5,
591180595286437018,80.0,,4.6,4.6,4.56,
594122232264139477,143.0,125.0,4.4,4.7,4.55,
52989554,140.0,,,,,
832464872518053312,0.2,65.0,4.8,4.9,4.89,
53954222,159.8,60.0,4.8,4.8,4.83,
889682936439110199,180.0,150.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please place all dirty dishes in dishwasher and run it. ']"
35261732,138.8,30.0,4.9,5.0,4.98,
761042830603179641,170.0,200.0,4.8,5.0,5.0,
46415870,176.0,205.0,4.7,4.6,4.72,
29819757,0.2,,4.5,4.6,4.51,
29093384,55.4,,4.6,4.5,4.55,
38090971,0.2,,4.5,4.7,4.48,
9690523,60.8,10.0,4.8,4.7,4.74,
36603379,168.4,,4.3,4.5,4.35,
32877806,90.0,35.0,4.9,4.8,4.91,
917294757690602460,144.0,,,,,
36603454,0.2,,4.4,4.4,4.36,
38350907,153.4,,4.4,4.6,4.39,
45465696,84.4,35.0,4.8,4.8,4.79,"['Throw trash away', 'Additional requests - Return remote control to holder\nLeave ROOM door wide open (keep main doors closed always)']"
904375719516694803,71.0,60.0,4.5,4.5,5.0,
813759102670007812,183.0,,4.5,4.7,4.65,
918783403872728546,63.4,,,,,
924615750437109038,79.2,80.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys']"
918904436483099192,119.4,,,,,
48399453,0.2,,4.3,4.5,4.35,
22526637,90.0,8.0,5.0,4.9,4.95,
30446996,76.0,15.0,5.0,5.0,4.95,
656809400942399989,55.4,35.0,4.7,4.8,4.64,
16297519,40.6,,4.7,4.5,4.61,
26629261,25.2,10.0,4.8,4.8,4.71,
16300678,93.2,,4.9,4.9,4.89,
48773897,43.4,155.0,4.8,4.8,4.72,
3517984,84.8,,4.9,5.0,4.97,
34648201,68.8,,4.7,4.5,4.59,
919415080238001371,150.0,,,,,
